rank,regionId,name,pixels
139219,242054,Port-aux-Français #14238,1757
139220,243851,Ushuaia #4255,1757
139221,19828,Norilsk #1973,1756
139222,21706,Ilulissat #1308,1756
139223,28519,Salekhard #1150,1756
139224,35480,Iqaluit #2592,1756
139225,46913,Nar'yan-Mar #2093,1756
139226,52378,Iqaluit #3897,1756
139227,53538,Tromsø #213,1756
139228,122129,Gashua #9,1756
139229,123398,Atafu Village #22,1756
139230,134971,Chake Chake #4,1756
139231,156480,Ambovombe #89,1756
139232,157254,Adamstown #1742,1756
139233,163701,Port-aux-Français #594,1756
139234,167281,Port-aux-Français #989,1756
139235,181808,Waitangi #1971,1756
139236,194475,Perth #3726,1756
139237,208706,Port-aux-Français #7603,1756
139238,213071,Adamstown #6753,1756
139239,219316,Stanley #1598,1756
139240,246945,Ushuaia #4562,1756
139241,6938,Longyearbyen #549,1755
139242,20003,Anchorage #2180,1755
139243,23638,Yellowknife #2275,1755
139244,30556,Salekhard #1223,1755
139245,36380,Anchorage #3933,1755
139246,70625,Magadan #3707,1755
139247,75249,Anadyr #3767,1755
139248,78788,Komsomolsk-on-Amur #35,1755
139249,83505,Anchorage #8926,1755
139250,92741,Victoria #115,1755
139251,137960,Georgetown #309,1755
139252,143301,Cairns #61,1755
139253,171833,East London #364,1755
139254,175641,Waitangi #1348,1755
139255,188113,Grytviken #1823,1755
139256,191027,Waitangi #2934,1755
139257,206229,Perth #4292,1755
139258,223749,Waitangi #6704,1755
139259,244002,George #489,1755
139260,260447,Port-aux-Français #18049,1755
139261,13554,Olonkinbyen #794,1754
139262,27867,Ísafjörður #1138,1754
139263,63499,Anchorage #6788,1754
139264,64418,Ust’-Ilimsk #1067,1754
139265,72084,Ust’-Ilimsk #1382,1754
139266,81906,Petropavlovsk-Kamchatsky #385,1754
139267,88624,Anchorage #9448,1754
139268,117973,Ribeira Grande #390,1754
139269,174946,Port-aux-Français #1987,1754
139270,182087,Port-aux-Français #3025,1754
139271,200113,Hobart #2730,1754
139272,222223,Waitangi #6525,1754
139273,224119,Port-aux-Français #10606,1754
139274,230694,Port Elizabeth #2436,1754
139275,3891,Vadsø #85,1753
139276,32174,Yakutsk #2717,1753
139277,43165,Iqaluit #3184,1753
139278,63202,Ísafjörður #2676,1753
139279,69479,Surgut #1,1753
139280,132380,Inongo #4,1753
139281,146534,Adamstown #607,1753
139282,156914,Edinburgh of the Seven Seas #517,1753
139283,163601,Cape Town #525,1753
139284,181353,Punta Arenas #631,1753
139285,199515,Port-aux-Français #5950,1753
139286,218557,Hobart #4473,1753
139287,236338,Port-aux-Français #12999,1753
139288,253165,Grytviken #10133,1753
139289,256201,Grytviken #10550,1753
139290,6198,Anchorage #714,1752
139291,8744,Anchorage #975,1752
139292,18636,Ilulissat #1130,1752
139293,22658,Iqaluit #1625,1752
139294,46459,Norilsk #4348,1752
139295,54601,Nar'yan-Mar #2410,1752
139296,60493,Whitehorse #2646,1752
139297,60551,Iqaluit #4497,1752
139298,64493,Anadyr #3325,1752
139299,110345,Illizi #15,1752
139300,117488,Tidjikja #13,1752
139301,120415,La Paz #319,1752
139302,121825,Enewetak #321,1752
139303,126803,Garoowe #51,1752
139304,149387,West Island #746,1752
139305,164192,Port-aux-Français #627,1752
139306,171373,Port-aux-Français #1501,1752
139307,184069,Edinburgh of the Seven Seas #2593,1752
139308,191503,Waitangi #2953,1752
139309,193766,Grytviken #2403,1752
139310,196376,Somerset West #1063,1752
139311,210020,Punta Arenas #3577,1752
139312,213192,Grytviken #4599,1752
139313,219898,Grytviken #5497,1752
139314,228657,Port Elizabeth #2383,1752
139315,230875,Invercargill #3479,1752
139316,17972,Anchorage #1977,1751
139317,20242,Longyearbyen #1538,1751
139318,39987,Anchorage #4341,1751
139319,45228,Aasiaat #1156,1751
139320,48809,Aasiaat #1243,1751
139321,50657,Magadan #2541,1751
139322,66248,Qaqortoq #185,1751
139323,68969,Noyabrsk #450,1751
139324,71311,Iqaluit #5249,1751
139325,72878,Nuuk #156,1751
139326,139760,Sola #15,1751
139327,156242,Adamstown #1636,1751
139328,178722,Waitangi #1653,1751
139329,185406,Adamstown #4812,1751
139330,210541,Punta Arenas #3637,1751
139331,224264,Waitangi #6770,1751
139332,2994,Yakutsk #244,1750
139333,9106,Norilsk #936,1750
139334,19130,Ilulissat #1142,1750
139335,22640,Yellowknife #2203,1750
139336,24815,Olonkinbyen #1446,1750
139337,35604,Longyearbyen #2587,1750
139338,40242,Murmansk #1015,1750
139339,47110,Anchorage #5055,1750
139340,54001,Olonkinbyen #3062,1750
139341,62314,Noyabrsk #277,1750
139342,117737,Enewetak #228,1750
139343,121624,Massakory #2,1750
139344,158736,Waitangi #98,1750
139345,164754,Perth #1504,1750
139346,165239,Port-aux-Français #761,1750
139347,174692,Adamstown #3794,1750
139348,181473,Grytviken #1242,1750
139349,183378,Adamstown #4647,1750
139350,186688,Port-aux-Français #3747,1750
139351,198940,Somerset West #1182,1750
139352,208144,Somerset West #1570,1750
139353,8547,Salekhard #327,1749
139354,27220,Yellowknife #2616,1749
139355,31484,Olonkinbyen #1846,1749
139356,36181,Nar'yan-Mar #1641,1749
139357,52608,Norilsk #4799,1749
139358,59452,Whitehorse #2581,1749
139359,64378,Norilsk #5488,1749
139360,107859,Kerman #14,1749
139361,114450,Ghat #21,1749
139362,133211,Taiohae #854,1749
139363,170374,Port-aux-Français #1391,1749
139364,187038,Ushuaia #280,1749
139365,216451,Port-aux-Français #9122,1749
139366,228763,Perth #5100,1749
139367,231936,Dunedin #987,1749
139368,21432,Yakutsk #1828,1748
139369,30450,Olonkinbyen #1778,1748
139370,45867,Vadsø #1074,1748
139371,136923,Olinda #11,1748
139372,184711,Port-aux-Français #3490,1748
139373,197367,Edinburgh of the Seven Seas #3239,1748
139374,199073,Perth #3965,1748
139375,242517,Port-aux-Français #14294,1748
139376,39535,Yellowknife #3819,1747
139377,43404,Norilsk #4124,1747
139378,67637,Anchorage #7262,1747
139379,93729,Anchorage #9925,1747
139380,111834,Ribeira Grande #71,1747
139381,148554,Adamstown #778,1747
139382,201224,Waitangi #4024,1747
139383,66675,Saskatoon #3,1746
139384,163531,Grytviken #59,1746
139385,180730,Dunedin #253,1746
139386,196594,Invercargill #1359,1746
139387,210320,Port-aux-Français #7969,1746
139388,219453,Port-aux-Français #9645,1746
139389,247745,Hobart #7324,1746
139390,5769,Iqaluit #419,1745
139391,7826,Iqaluit #576,1745
139392,20222,Olonkinbyen #1196,1745
139393,27687,Anchorage #3009,1745
139394,28079,Yakutsk #2378,1745
139395,30281,Whitehorse #1283,1745
139396,48685,Anchorage #5256,1745
139397,55106,Nar'yan-Mar #2423,1745
139398,66348,Murmansk #1594,1745
139399,73762,Anchorage #7891,1745
139400,85990,Petropavlovsk-Kamchatsky #589,1745
139401,97192,Chengde #3,1745
139402,107798,Misratah #25,1745
139403,111843,La Laguna #102,1745
139404,119496,Porto Novo #42,1745
139405,143790,Kupang #110,1745
139406,173885,East London #436,1745
139407,178523,Port-aux-Français #2502,1745
139408,188777,Port-aux-Français #4123,1745
139409,191229,Edinburgh of the Seven Seas #2963,1745
139410,208274,Port-aux-Français #7588,1745
139411,209443,Waitangi #5000,1745
139412,215392,Port-aux-Français #8891,1745
139413,240281,Ushuaia #3940,1745
139414,34030,Olonkinbyen #1977,1744
139415,45376,Arkhangel’sk #57,1744
139416,79689,Kirov #71,1744
139417,81533,Winnipeg #713,1744
139418,90118,Anchorage #9561,1744
139419,125516,Taiohae #168,1744
139420,133436,Lamu #5,1744
139421,137038,Takamaka #34,1744
139422,141721,Flying Fish Cove #91,1744
139423,152403,Saint-Paul #95,1744
139424,164181,Port-aux-Français #616,1744
139425,170878,Port-aux-Français #1450,1744
139426,184960,Punta Arenas #1036,1744
139427,193041,Waitangi #3121,1744
139428,204741,Hobart #3176,1744
139429,208874,Invercargill #2057,1744
139430,209866,Hobart #3660,1744
139431,222243,Waitangi #6545,1744
139432,222375,Ushuaia #2426,1744
139433,235080,Adamstown #7742,1744
139434,236037,Waitangi #8246,1744
139435,252937,Waitangi #10429,1744
139436,22594,Whitehorse #946,1743
139437,22809,Longyearbyen #1730,1743
139438,25708,Yellowknife #2493,1743
139439,29789,Yellowknife #2870,1743
139440,35122,Murmansk #882,1743
139441,35992,Iqaluit #2631,1743
139442,40120,Ilulissat #2311,1743
139443,42742,Olonkinbyen #2477,1743
139444,45353,Vadsø #1060,1743
139445,46737,Iqaluit #3452,1743
139446,61262,Nar'yan-Mar #2669,1743
139447,78429,Yellowknife #6768,1743
139448,88191,Thunder Bay #482,1743
139449,92512,Zhezqazghan #51,1743
139450,159557,Tôlanaro #204,1743
139451,202634,Port-aux-Français #6548,1743
139452,217335,Grytviken #5163,1743
139453,225220,Hobart #5117,1743
139454,226865,Waitangi #7129,1743
139455,227182,Port-aux-Français #11204,1743
139456,250859,Invercargill #4923,1743
139457,9882,Iqaluit #732,1742
139458,10102,Norilsk #1012,1742
139459,34456,Iqaluit #2515,1742
139460,56408,Yellowknife #5328,1742
139461,59524,Iqaluit #4419,1742
139462,142270,Darwin #120,1742
139463,145548,Ica #77,1742
139464,159109,Perth #945,1742
139465,164081,Edinburgh of the Seven Seas #1159,1742
139466,174916,Port-aux-Français #1957,1742
139467,175443,Port-aux-Français #2045,1742
139468,184885,Waitangi #2289,1742
139469,192655,Punta Arenas #1855,1742
139470,220942,Somerset West #2135,1742
139471,224732,Invercargill #3063,1742
139472,225556,Somerset West #2339,1742
139473,235067,Waitangi #8170,1742
139474,18364,Yakutsk #1574,1741
139475,40179,Olonkinbyen #2333,1741
139476,49676,Anchorage #5331,1741
139477,62050,Yellowknife #5789,1741
139478,82965,Anchorage #8845,1741
139479,92173,Anchorage #9772,1741
139480,117590,Sur #57,1741
139481,122444,La Paz #396,1741
139482,128196,Paço do Lumiar #2,1741
139483,148594,Puerto Baquerizo Moreno #1129,1741
139484,186767,Perth #3231,1741
139485,199395,Grytviken #3000,1741
139486,216900,Port-aux-Français #9157,1741
139487,247184,Port-aux-Français #15306,1741
139488,31950,Ísafjörður #1303,1740
139489,39164,Olonkinbyen #2284,1740
139490,55437,Iqaluit #4119,1740
139491,57994,Iqaluit #4311,1740
139492,86077,Juneau #446,1740
139493,115547,Sur #33,1740
139494,117726,Enewetak #217,1740
139495,146019,Adamstown #557,1740
139496,159550,Ambovombe #140,1740
139497,170080,Adamstown #3274,1740
139498,181110,Port-aux-Français #2915,1740
139499,181533,Somerset West #487,1740
139500,256414,Perth #5722,1740
139501,261879,Grytviken #11432,1740
139502,9534,Murmansk #227,1739
139503,31888,Iqaluit #2317,1739
139504,43725,Ilulissat #2519,1739
139505,62457,Anadyr #3241,1739
139506,67845,Molde #306,1739
139507,71664,Anadyr #3633,1739
139508,102744,Marāgheh #4,1739
139509,120795,Weno #4,1739
139510,125252,Laascaanood #7,1739
139511,140584,Kitwe #1,1739
139512,162952,Valdivia #190,1739
139513,168792,Port-aux-Français #1150,1739
139514,179663,Hobart #964,1739
139515,182662,Port-aux-Français #3168,1739
139516,186635,Cape Town #1024,1739
139517,190730,Cape Town #1052,1739
139518,194792,Grytviken #2511,1739
139519,201739,Waitangi #4085,1739
139520,205766,Hobart #3273,1739
139521,216037,Invercargill #2499,1739
139522,219531,Port-aux-Français #9723,1739
139523,229087,Grytviken #6696,1739
139524,239963,Port-aux-Français #13775,1739
139525,256742,Grytviken #10655,1739
139526,983,Magadan #35,1738
139527,29236,Anchorage #3187,1738
139528,31602,Norilsk #3084,1738
139529,48307,Aasiaat #1241,1738
139530,66542,Anadyr #3418,1738
139531,68508,Ust’-Ilimsk #1242,1738
139532,71203,Anchorage #7622,1738
139533,73642,Yakutsk #5855,1738
139534,87088,Anchorage #9292,1738
139535,119046,Tahoua #7,1738
139536,135919,Georgetown #209,1738
139537,157796,Adamstown #1832,1738
139538,169590,Puerto Montt #221,1738
139539,180134,Perth #2790,1738
139540,181848,Adamstown #4509,1738
139541,198179,Waitangi #3704,1738
139542,201131,Perth #4076,1738
139543,201992,Edinburgh of the Seven Seas #3445,1738
139544,203741,Invercargill #1740,1738
139545,250708,Port-aux-Français #15995,1738
139546,8553,Salekhard #333,1737
139547,26552,Yakutsk #2258,1737
139548,33984,Ilulissat #1994,1737
139549,57747,Ust’-Ilimsk #778,1737
139550,61570,Thunder Bay #9,1737
139551,80313,Yakutsk #6182,1737
139552,124649,Camayenne #5,1737
139553,127865,Kalmunai #54,1737
139554,141844,Ta`ū #97,1737
139555,181598,Port-aux-Français #2969,1737
139556,184095,Somerset West #577,1737
139557,184169,Port-aux-Français #3379,1737
139558,201616,Port-aux-Français #6370,1737
139559,203873,Punta Arenas #2959,1737
139560,213318,Port-aux-Français #8474,1737
139561,229586,Grytviken #6752,1737
139562,235335,Port-aux-Français #12812,1737
139563,240639,Dunedin #1047,1737
139564,241420,Somerset West #3013,1737
139565,252491,Adamstown #8334,1737
139566,2050,Anchorage #222,1736
139567,11608,Salekhard #442,1736
139568,15596,Olonkinbyen #908,1736
139569,20495,Anchorage #2215,1736
139570,23160,Yellowknife #2260,1736
139571,23902,Salekhard #952,1736
139572,25042,Magadan #1179,1736
139573,26900,Longyearbyen #2010,1736
139574,27111,Anadyr #1449,1736
139575,29460,Longyearbyen #2185,1736
139576,43066,Whitehorse #1822,1736
139577,44618,Whitehorse #1907,1736
139578,53908,Iqaluit #4008,1736
139579,77896,Juneau #119,1736
139580,78425,Yellowknife #6764,1736
139581,88077,Anchorage #9361,1736
139582,119753,Piti Village #5,1736
139583,129870,La Passe #46,1736
139584,143767,Flying Fish Cove #139,1736
139585,154659,Avarua #469,1736
139586,177043,Perth #2542,1736
139587,186706,Port-aux-Français #3765,1736
139588,193892,Port-aux-Français #4978,1736
139589,225032,Edinburgh of the Seven Seas #4161,1736
139590,228652,Port Elizabeth #2378,1736
139591,233582,Punta Arenas #5883,1736
139592,236032,Dunedin #1019,1736
139593,252120,Grytviken #9962,1736
139594,2060,Anchorage #232,1735
139595,11794,Anchorage #1283,1735
139596,16425,Anchorage #1801,1735
139597,30769,Anchorage #3349,1735
139598,61029,Yellowknife #5712,1735
139599,70265,Winnipeg #415,1735
139600,77226,Chita #216,1735
139601,86996,Yuzhno-Sakhalinsk #47,1735
139602,89003,Hulunbuir #91,1735
139603,94916,St. John's #479,1735
139604,96804,Anchorage #10089,1735
139605,97683,Dalandzadgad #32,1735
139606,113216,Santa Maria #159,1735
139607,120856,Honolulu #2796,1735
139608,122332,Weno #23,1735
139609,133572,Timika #3,1735
139610,158512,Durban #56,1735
139611,192003,Waitangi #2996,1735
139612,192970,Hobart #2103,1735
139613,197600,Invercargill #1395,1735
139614,202088,Port-aux-Français #6422,1735
139615,236952,Port-aux-Français #13206,1735
139616,241639,Invercargill #4253,1735
139617,244397,Ushuaia #4336,1735
139618,250356,Invercargill #4895,1735
139619,252301,Port-aux-Français #16373,1735
139620,38215,Nar'yan-Mar #1719,1734
139621,60619,Qaqortoq #53,1734
139622,123729,Şalālah #137,1734
139623,123749,Kavaratti #78,1734
139624,146543,Puerto Baquerizo Moreno #1087,1734
139625,164406,Adamstown #2571,1734
139626,177041,Perth #2540,1734
139627,197189,Adamstown #5758,1734
139628,235461,Hobart #6117,1734
139629,253791,Port-aux-Français #16648,1734
139630,259229,Ushuaia #5740,1734
139631,17555,Iqaluit #1272,1733
139632,27606,Magadan #1313,1733
139633,45486,Yakutsk #3803,1733
139634,63576,Yellowknife #5896,1733
139635,109102,Honolulu #1394,1733
139636,137795,Taiohae #1241,1733
139637,159540,Durban #75,1733
139638,163615,George #71,1733
139639,169505,Waitangi #797,1733
139640,170371,Port-aux-Français #1388,1733
139641,184329,Waitangi #2192,1733
139642,188111,Grytviken #1821,1733
139643,190509,Waitangi #2873,1733
139644,211738,Somerset West #1741,1733
139645,223959,Grytviken #6001,1733
139646,250964,Punta Arenas #7510,1733
139647,2848,Longyearbyen #235,1732
139648,9939,Ísafjörður #385,1732
139649,17967,Anchorage #1972,1732
139650,30252,Anchorage #3289,1732
139651,43112,Yellowknife #4155,1732
139652,66529,Magadan #3476,1732
139653,88614,Anchorage #9438,1732
139654,140148,Hithadhoo #304,1732
139655,158329,Talcahuano #348,1732
139656,194818,Edinburgh of the Seven Seas #3138,1732
139657,209790,Port-aux-Français #7855,1732
139658,211391,Hobart #3793,1732
139659,212337,Port-aux-Français #8323,1732
139660,231873,Hobart #5764,1732
139661,232930,Invercargill #3628,1732
139662,6949,Longyearbyen #560,1731
139663,10337,Yellowknife #1001,1731
139664,21328,Nar'yan-Mar #969,1731
139665,25086,Anadyr #1364,1731
139666,30505,Vadsø #685,1731
139667,32454,Ilulissat #1916,1731
139668,36750,Norilsk #3569,1731
139669,47205,Yellowknife #4540,1731
139670,60147,Olonkinbyen #3312,1731
139671,97334,Juneau #726,1731
139672,144843,Cairns #113,1731
139673,150616,Adamstown #1006,1731
139674,179026,Port-aux-Français #2569,1731
139675,185800,Hobart #1465,1731
139676,195841,Edinburgh of the Seven Seas #3183,1731
139677,199996,Port-aux-Français #6010,1731
139678,204156,Port-aux-Français #6812,1731
139679,225932,Ushuaia #2687,1731
139680,228705,Port-aux-Français #11497,1731
139681,4886,Longyearbyen #385,1730
139682,26420,Murmansk #643,1730
139683,45481,Yakutsk #3798,1730
139684,84902,Chita #395,1730
139685,84903,Chita #396,1730
139686,93155,Petropavlovsk-Kamchatsky #1042,1730
139687,96661,Dalandzadgad #24,1730
139688,115505,Port Sudan #8,1730
139689,122396,Honolulu #2975,1730
139690,136286,Adamstown #15,1730
139691,139347,Adamstown #90,1730
139692,157430,Edinburgh of the Seven Seas #565,1730
139693,157926,Edinburgh of the Seven Seas #594,1730
139694,161653,Port-aux-Français #390,1730
139695,167465,Avarua #901,1730
139696,182377,Punta Arenas #741,1730
139697,183496,Grytviken #1393,1730
139698,212996,Waitangi #5395,1730
139699,214676,Ushuaia #1824,1730
139700,222049,Port-aux-Français #10181,1730
139701,224263,Waitangi #6769,1730
139702,227911,Adamstown #7453,1730
139703,231357,Hobart #5710,1730
139704,243259,Waitangi #9217,1730
139705,35032,Ísafjörður #1451,1729
139706,36826,Magadan #1785,1729
139707,63269,Rovaniemi #72,1729
139708,136436,Georgetown #242,1729
139709,153925,Tôlanaro #79,1729
139710,161545,Cape Town #439,1729
139711,169069,Osorno #163,1729
139712,174957,Port-aux-Français #1998,1729
139713,181322,Adamstown #4447,1729
139714,184440,Punta Arenas #974,1729
139715,191367,Port-aux-Français #4579,1729
139716,193934,Port-aux-Français #5020,1729
139717,203605,Port-aux-Français #6680,1729
139718,212219,Edinburgh of the Seven Seas #3792,1729
139719,220006,Port-aux-Français #9786,1729
139720,244478,Grytviken #8882,1729
139721,253995,Waitangi #10597,1729
139722,1548,Anchorage #177,1728
139723,26886,Longyearbyen #1996,1728
139724,57037,Qaqortoq #13,1728
139725,75156,Ust’-Ilimsk #1493,1728
139726,82018,Edmonton #112,1728
139727,114459,Bardaï #39,1728
139728,119267,Enewetak #261,1728
139729,125523,La Paz #495,1728
139730,130361,Garissa #2,1728
139731,135486,Chake Chake #16,1728
139732,148067,Adamstown #752,1728
139733,149780,Ondjiva #106,1728
139734,150572,Papeete #329,1728
139735,155100,Gold Coast #95,1728
139736,158784,Adamstown #1916,1728
139737,169701,Edinburgh of the Seven Seas #1606,1728
139738,171203,Grytviken #451,1728
139739,181771,Waitangi #1934,1728
139740,222553,Port-aux-Français #10273,1728
139741,230028,Ushuaia #3028,1728
139742,238171,Punta Arenas #6305,1728
139743,238956,Port-aux-Français #13582,1728
139744,246339,Adamstown #8133,1728
139745,24149,Yellowknife #2323,1727
139746,38298,Ust’-Ilimsk #270,1727
139747,52657,Yakutsk #4368,1727
139748,64755,Olonkinbyen #3424,1727
139749,75980,Qaqortoq #558,1727
139750,113404,Taoudenni #22,1727
139751,115036,Karachi #42,1727
139752,143098,Jamestown #212,1727
139753,169933,Hobart #285,1727
139754,180789,Adamstown #4376,1727
139755,206630,Port Elizabeth #1598,1727
139756,208329,Hobart #3515,1727
139757,211892,Hobart #3830,1727
139758,217977,Port-aux-Français #9408,1727
139759,223238,Waitangi #6642,1727
139760,248390,Adamstown #8204,1727
139761,253967,Waitangi #10569,1727
139762,23989,Yakutsk #2040,1726
139763,30787,Whitehorse #1299,1726
139764,49437,Tromsø #95,1726
139765,54699,Yakutsk #4522,1726
139766,74849,Yellowknife #6623,1726
139767,107897,Pokhara #32,1726
139768,125483,Honolulu #3241,1726
139769,138237,Funafuti #7,1726
139770,146989,Papeete #203,1726
139771,167689,Cape Town #654,1726
139772,177467,East London #538,1726
139773,198994,Port-aux-Français #5851,1726
139774,212156,Grytviken #4461,1726
139775,226055,Edinburgh of the Seven Seas #4184,1726
139776,227073,Edinburgh of the Seven Seas #4202,1726
139777,2529,Magadan #117,1725
139778,11256,Anadyr #608,1725
139779,20338,Norilsk #2021,1725
139780,30733,Anchorage #3313,1725
139781,43492,Magadan #2148,1725
139782,54514,Olonkinbyen #3086,1725
139783,91678,Anchorage #9738,1725
139784,134732,Taiohae #989,1725
139785,135141,Buala #21,1725
139786,145967,Papeete #166,1725
139787,169671,Grytviken #358,1725
139788,170527,Waitangi #882,1725
139789,177095,Hobart #761,1725
139790,192109,Punta Arenas #1768,1725
139791,194601,Waitangi #3313,1725
139792,213798,Port Elizabeth #1869,1725
139793,219361,Grytviken #5405,1725
139794,226829,Waitangi #7093,1725
139795,9815,Yellowknife #942,1724
139796,11534,Longyearbyen #893,1724
139797,20582,Yellowknife #1997,1724
139798,25249,Iqaluit #1841,1724
139799,28423,Longyearbyen #2102,1724
139800,50754,Whitehorse #2179,1724
139801,59820,Yakutsk #4915,1724
139802,67175,Yellowknife #6172,1724
139803,134433,Lusambo #4,1724
139804,138849,Adamstown #84,1724
139805,162548,Edinburgh of the Seven Seas #1027,1724
139806,169910,Adelaide #769,1724
139807,173473,Perth #2273,1724
139808,188242,Port-aux-Français #4016,1724
139809,188495,Adamstown #5094,1724
139810,195366,Port Elizabeth #1128,1724
139811,196314,Grytviken #2659,1724
139812,203098,Port-aux-Français #6592,1724
139813,229127,Edinburgh of the Seven Seas #4256,1724
139814,248050,Grytviken #9388,1724
139815,260566,Hobart #8620,1724
139816,4587,Anadyr #231,1723
139817,16474,Yellowknife #1593,1723
139818,18735,Vadsø #410,1723
139819,20234,Longyearbyen #1530,1723
139820,30075,Norilsk #2952,1723
139821,48879,Olonkinbyen #2807,1723
139822,84148,St. John's #42,1723
139823,90155,Anchorage #9598,1723
139824,127309,Garoowe #55,1723
139825,152349,Tshabong #57,1723
139826,160365,Adamstown #2141,1723
139827,173445,Port-aux-Français #1806,1723
139828,176482,Port-aux-Français #2208,1723
139829,177415,Cape Town #893,1723
139830,196839,Grytviken #2727,1723
139831,209694,Somerset West #1653,1723
139832,215713,Ushuaia #1912,1723
139833,219950,Port Elizabeth #2094,1723
139834,234173,Grytviken #7363,1723
139835,244718,Invercargill #4482,1723
139836,1568,Anchorage #197,1722
139837,3248,Ilulissat #187,1722
139838,10092,Norilsk #1002,1722
139839,13855,Anchorage #1516,1722
139840,20264,Vadsø #439,1722
139841,20736,Olonkinbyen #1228,1722
139842,56509,Ilulissat #3123,1722
139843,91520,Ölgii #28,1722
139844,94048,Kyzylorda #21,1722
139845,135670,Toga Village #33,1722
139846,141835,Mulifanua #1,1722
139847,146292,Port Mathurin #294,1722
139848,156787,Talcahuano #224,1722
139849,159494,Cape Town #351,1722
139850,173405,Port-aux-Français #1766,1722
139851,189130,Grytviken #1914,1722
139852,189744,Port Elizabeth #892,1722
139853,198980,Port-aux-Français #5837,1722
139854,199157,Invercargill #1502,1722
139855,208098,Grytviken #4002,1722
139856,211256,Port-aux-Français #8073,1722
139857,212383,Perth #4557,1722
139858,236275,Grytviken #7702,1722
139859,250528,Ushuaia #4897,1722
139860,253490,Waitangi #10537,1722
139861,257664,Punta Arenas #8181,1722
139862,261742,Punta Arenas #8546,1722
139863,18634,Ilulissat #1128,1721
139864,33905,Yellowknife #3282,1721
139865,42918,Yakutsk #3590,1721
139866,55132,Salekhard #2218,1721
139867,57667,Nar'yan-Mar #2524,1721
139868,98186,Jiayuguan #12,1721
139869,149331,Souillac #17,1721
139870,154647,Avarua #457,1721
139871,157427,Edinburgh of the Seven Seas #562,1721
139872,159336,Adamstown #2016,1721
139873,168512,Adamstown #3063,1721
139874,170572,Adamstown #3313,1721
139875,174009,Adelaide #876,1721
139876,181006,Cape Town #959,1721
139877,182264,Dunedin #287,1721
139878,201139,Hobart #2826,1721
139879,204488,Grytviken #3553,1721
139880,207034,Stanley #1360,1721
139881,210884,Hobart #3750,1721
139882,213373,Port-aux-Français #8529,1721
139883,231308,Port-aux-Français #12055,1721
139884,233760,Somerset West #2703,1721
139885,254300,Port-aux-Français #16752,1721
139886,259712,Punta Arenas #8373,1721
139887,17713,Vadsø #388,1720
139888,33904,Yellowknife #3281,1720
139889,35005,Ilulissat #2046,1720
139890,40692,Olonkinbyen #2362,1720
139891,59208,Nar'yan-Mar #2587,1720
139892,60228,Nar'yan-Mar #2621,1720
139893,70249,Yellowknife #6373,1720
139894,76898,Yellowknife #6717,1720
139895,102593,St. John's #769,1720
139896,111275,Hamilton #502,1720
139897,116393,Codrington #234,1720
139898,129030,Atafu Village #223,1720
139899,133158,Uturoa #41,1720
139900,161541,Cape Town #435,1720
139901,192350,Port-aux-Français #4710,1720
139902,208071,Grytviken #3975,1720
139903,210968,Waitangi #5171,1720
139904,11841,Whitehorse #493,1719
139905,19101,Iqaluit #1393,1719
139906,35870,Anchorage #3880,1719
139907,35888,Anchorage #3898,1719
139908,49618,Magadan #2468,1719
139909,65386,Noyabrsk #356,1719
139910,69262,Iqaluit #5114,1719
139911,69747,Saskatoon #20,1719
139912,71780,Yellowknife #6460,1719
139913,100343,Petropavlovsk-Kamchatsky #1529,1719
139914,121071,Kayes #14,1719
139915,122924,Honolulu #3042,1719
139916,134972,Chake Chake #5,1719
139917,139650,West Island #181,1719
139918,140106,Antsiranana #82,1719
139919,159311,Adamstown #1991,1719
139920,161150,Port-aux-Français #351,1719
139921,167237,Ambovombe #265,1719
139922,184196,Port-aux-Français #3406,1719
139923,189264,Port-aux-Français #4182,1719
139924,193076,Waitangi #3156,1719
139925,206613,Somerset West #1506,1719
139926,218773,Ushuaia #2129,1719
139927,223259,Waitangi #6663,1719
139928,253631,Grytviken #10162,1719
139929,261953,Port-aux-Français #18346,1719
139930,1563,Anchorage #192,1718
139931,8519,Nar'yan-Mar #385,1718
139932,9012,Murmansk #205,1718
139933,15156,Murmansk #353,1718
139934,24651,Whitehorse #1043,1718
139935,25684,Yellowknife #2469,1718
139936,38769,Norilsk #3716,1718
139937,96253,Petropavlovsk-Kamchatsky #1271,1718
139938,103796,Tumxuk #44,1718
139939,115772,Honolulu #2191,1718
139940,125829,Banda Aceh #16,1718
139941,129457,Manado #8,1718
139942,140821,Ta`ū #77,1718
139943,144400,Alofi #15,1718
139944,163217,Perth #1359,1718
139945,170314,Port-aux-Français #1331,1718
139946,173954,Port-aux-Français #1875,1718
139947,188996,Adamstown #5126,1718
139948,189698,Edinburgh of the Seven Seas #2891,1718
139949,212005,Waitangi #5306,1718
139950,240020,Port-aux-Français #13832,1718
139951,1814,Longyearbyen #145,1717
139952,7773,Yellowknife #752,1717
139953,14839,Anadyr #803,1717
139954,21982,Magadan #1036,1717
139955,32686,Yakutsk #2759,1717
139956,58079,Ísafjörður #2465,1717
139957,82839,Irkutsk #4,1717
139958,104986,Honolulu #926,1717
139959,120901,Ensenada #276,1717
139960,124957,Honolulu #3194,1717
139961,166586,Mar del Plata #161,1717
139962,169262,Port Elizabeth #210,1717
139963,169287,Port-aux-Français #1197,1717
139964,170890,Perth #2039,1717
